,OAR,OAR_PDDCA,Patient,VolDice,95HD,SurfDice
178,LOPTIC,OpticNerve_L,0522c0248,0.5477706789970398,7.3808088542555295,0.8091673712942474
179,ROPTIC,OpticNerve_R,0522c0248,0.4684210419654846,6.141944149222901,1.0084009875806856
180,LPAR,Parotid_L,0522c0248,0.7763770818710327,4.58257569495584,1.5653522312951615
181,RPAR,Parotid_R,0522c0248,0.8957768678665161,2.23606797749979,0.6396117605876449
182,BSTEM,BrainStem,0522c0251,0.8490215539932251,3.1622776601683795,1.0061084532960163
183,CHIASM,Chiasm,0522c0251,,,
184,MAND,Mandible,0522c0251,0.7934300899505615,2.0,1.0444987498249694
185,LOPTIC,OpticNerve_L,0522c0251,,,
186,ROPTIC,OpticNerve_R,0522c0251,,,
187,LPAR,Parotid_L,0522c0251,0.8163563013076782,3.3166247903554,1.2698711577736195
188,RPAR,Parotid_R,0522c0251,0.7986550331115723,4.242640687119285,1.3202376248089445
189,BSTEM,BrainStem,0522c0253,0.7400929927825928,4.123105625617661,2.201601107123367
190,CHIASM,Chiasm,0522c0253,0.24537815153598785,9.273618495495704,3.2311933597071403
191,MAND,Mandible,0522c0253,0.834570050239563,2.0,0.9338549622946717
192,LOPTIC,OpticNerve_L,0522c0253,0.575020968914032,3.1622776601683795,0.9062331497823156
193,ROPTIC,OpticNerve_R,0522c0253,0.5013428926467896,2.23606797749979,1.0163873082622505
194,LPAR,Parotid_L,0522c0253,0.8418449759483337,4.0,1.2833248196978946
195,RPAR,Parotid_R,0522c0253,0.829108715057373,5.0,1.305266482127311
196,BSTEM,BrainStem,0522c0328,0.7160805463790894,4.0,2.0814253746456304
197,CHIASM,Chiasm,0522c0328,0.21766561269760132,10.04987562112089,3.2297747459000288
198,MAND,Mandible,0522c0328,0.804881751537323,1.4142135623730951,1.7177368030741031
199,LOPTIC,OpticNerve_L,0522c0328,0.5840938687324524,3.3166247903554,0.7414045221845635
200,ROPTIC,OpticNerve_R,0522c0328,0.5621469020843506,6.4031242374328485,0.7305767453159785
201,LPAR,Parotid_L,0522c0328,0.7941322922706604,3.1622776601683795,0.893279468752679
202,RPAR,Parotid_R,0522c0328,0.833552360534668,2.449489742783178,0.86497747103498
203,BSTEM,BrainStem,0522c0329,0.683099091053009,4.0,2.1221137430639985
204,CHIASM,Chiasm,0522c0329,0.328657329082489,5.0990195135927845,1.647897454932339
205,LOPTIC,OpticNerve_L,0522c0329,0.6429840326309204,1.4142135623730951,0.6727869503884997
206,ROPTIC,OpticNerve_R,0522c0329,0.46666666865348816,1.7320508075688772,0.8857622482585922
207,LPAR,Parotid_L,0522c0329,0.5435367822647095,6.367768224739605,2.2997895997729048
208,RPAR,Parotid_R,0522c0329,0.5840062499046326,5.744562646538029,2.0488054456665163
209,BSTEM,BrainStem,0522c0330,0.7470113635063171,3.605551275463989,1.8873271036844261
210,CHIASM,Chiasm,0522c0330,0.08152174204587936,14.394352974564775,5.316163105513477
211,LOPTIC,OpticNerve_L,0522c0330,0.5501354932785034,9.9498743710662,0.8010251765445532
212,ROPTIC,OpticNerve_R,0522c0330,0.5572354197502136,7.822850079526251,0.8738503342426487
213,LPAR,Parotid_L,0522c0330,0.8497872352600098,4.123105625617661,1.083483551608428
214,RPAR,Parotid_R,0522c0330,0.8468196988105774,3.1622776601683795,0.9798336358049929
215,BSTEM,BrainStem,0522c0427,0.723883330821991,4.123105625617661,2.1695183740667945
216,CHIASM,Chiasm,0522c0427,0.30933332443237305,9.0,1.827206242529382
217,LOPTIC,OpticNerve_L,0522c0427,0.5068762302398682,1.7320508075688772,0.9607577904136372
218,ROPTIC,OpticNerve_R,0522c0427,0.4819277226924896,1.7320508075688772,0.9632898777980702
219,LPAR,Parotid_L,0522c0427,0.881706953048706,3.0,1.096348160309622
220,RPAR,Parotid_R,0522c0427,0.8933447003364563,2.449489742783178,0.8568542055890105
221,BSTEM,BrainStem,0522c0433,0.7986148595809937,2.8284271247461903,1.2963802974922962
222,CHIASM,Chiasm,0522c0433,0.2938230335712433,6.7156165375619565,2.414844947129076
223,LOPTIC,OpticNerve_L,0522c0433,0.4146341383457184,5.860746655734311,0.8704369540836723
224,ROPTIC,OpticNerve_R,0522c0433,0.44803693890571594,5.643269777374484,0.9614965792093623
225,LPAR,Parotid_L,0522c0433,0.8424078822135925,2.449489742783178,0.8726493724381672
226,RPAR,Parotid_R,0522c0433,0.8667188882827759,2.449489742783178,0.6820303725965766
227,BSTEM,BrainStem,0522c0441,0.8499929308891296,3.0,1.1854074390538607
228,CHIASM,Chiasm,0522c0441,0.1543026715517044,3.605551275463989,1.8397479090549973
229,LOPTIC,OpticNerve_L,0522c0441,0.5559380650520325,2.23606797749979,1.0502037193964973
230,ROPTIC,OpticNerve_R,0522c0441,0.40109890699386597,2.449489742783178,1.4643140632297598
231,LPAR,Parotid_L,0522c0441,0.8500505089759827,3.3166247903554,1.2988006427754868
232,RPAR,Parotid_R,0522c0441,0.862104594707489,3.0,1.0545500582753093
233,BSTEM,BrainStem,0522c0455,0.7472097873687744,4.0,1.8087466636107683
234,CHIASM,Chiasm,0522c0455,0.37392374873161316,5.477225575051661,1.9723129704907394
235,LOPTIC,OpticNerve_L,0522c0455,0.4932515323162079,1.7320508075688772,0.9834664964327928
236,ROPTIC,OpticNerve_R,0522c0455,0.5904762148857117,2.0,0.8334183145512863
237,LPAR,Parotid_L,0522c0455,0.8807880282402039,2.23606797749979,0.6914438726410688
238,RPAR,Parotid_R,0522c0455,0.8626420497894287,3.0,0.8586372375419326
239,BSTEM,BrainStem,0522c0457,0.7804984450340271,3.0,1.5882845593811936
240,CHIASM,Chiasm,0522c0457,0.33193278312683105,5.069313659514948,1.7409010453652864
241,LOPTIC,OpticNerve_L,0522c0457,0.4333333373069763,2.449489742783178,1.0670781036702766
242,ROPTIC,OpticNerve_R,0522c0457,0.46909090876579285,2.23606797749979,1.0290803013030454
243,LPAR,Parotid_L,0522c0457,0.82571941614151,4.242640687119285,1.0855783780551174
244,RPAR,Parotid_R,0522c0457,0.8999260067939758,2.23606797749979,0.7505363572031201
245,BSTEM,BrainStem,0522c0479,0.7379065752029419,4.242640687119285,2.0211874491193664
246,CHIASM,Chiasm,0522c0479,0.3216424286365509,7.681145747868608,2.3304446527004785
247,LOPTIC,OpticNerve_L,0522c0479,0.5364806652069092,4.3918126112414715,0.8664859029571549
248,ROPTIC,OpticNerve_R,0522c0479,0.521541953086853,3.605551275463989,0.8928547095849663
249,LPAR,Parotid_L,0522c0479,0.8074232339859009,4.0,1.1468233660998426
250,RPAR,Parotid_R,0522c0479,0.822496235370636,4.58257569495584,0.9231359195163934
251,BSTEM,BrainStem,0522c0555,0.6867581009864807,5.0990195135927845,2.830166017650461
252,CHIASM,Chiasm,0522c0555,0.19595035910606384,10.515719660756204,2.8927571328352126
253,MAND,Mandible,0522c0555,0.8664656281471252,1.7320508075688772,0.9547496043283835
254,LOPTIC,OpticNerve_L,0522c0555,0.4616822302341461,2.0,1.1392321823571376
255,ROPTIC,OpticNerve_R,0522c0555,0.4254090487957001,2.153444185374858,1.1901092676626088
256,LPAR,Parotid_L,0522c0555,0.8518533110618591,2.8284271247461903,1.0724381305337234
257,RPAR,Parotid_R,0522c0555,0.8842443823814392,2.449489742783178,0.9031470985284409
258,BSTEM,BrainStem,0522c0576,0.7386996150016785,4.123105625617661,2.1921546130948735
259,CHIASM,Chiasm,0522c0576,0.3075506389141083,7.874007874011811,2.387084592413765
260,MAND,Mandible,0522c0576,0.8014865517616272,1.7320508075688772,0.942642124200967
261,LOPTIC,OpticNerve_L,0522c0576,0.5517241358757019,2.0,0.8890205615260727
262,ROPTIC,OpticNerve_R,0522c0576,0.5221238732337952,3.605551275463989,0.95366930853379
263,LPAR,Parotid_L,0522c0576,0.871687114238739,2.4281475662548586,0.9068871043449874
264,RPAR,Parotid_R,0522c0576,0.8828751444816589,2.449489742783178,0.8094515288128639
265,BSTEM,BrainStem,0522c0598,0.6547536253929138,5.0,2.6143496946821356
266,CHIASM,Chiasm,0522c0598,0.4269377291202545,6.156248855701898,2.0176762560750765
267,MAND,Mandible,0522c0598,0.8460803627967834,1.4142135623730951,2.692033366902298
268,LOPTIC,OpticNerve_L,0522c0598,0.43589743971824646,3.605551275463989,1.0307779398168486
269,ROPTIC,OpticNerve_R,0522c0598,0.42628204822540283,2.23606797749979,1.070126343757546
270,LPAR,Parotid_L,0522c0598,0.8781406283378601,2.23606797749979,0.8740971108542109
271,RPAR,Parotid_R,0522c0598,0.8812827467918396,2.449489742783178,0.7638402049478579
272,BSTEM,BrainStem,0522c0659,0.7495052814483643,3.5701888603824306,1.6657047168973038
273,CHIASM,Chiasm,0522c0659,0.5092592835426331,3.105480479109443,0.9259423314790006
274,MAND,Mandible,0522c0659,0.8503010869026184,2.0,0.8423033961720283
275,LOPTIC,OpticNerve_L,0522c0659,0.4183313846588135,3.1217082451262845,1.1041313191603677
276,ROPTIC,OpticNerve_R,0522c0659,0.3672390878200531,2.23606797749979,1.2422963982388997
277,LPAR,Parotid_L,0522c0659,0.8109589219093323,3.605551275463989,1.1028159857431876
278,RPAR,Parotid_R,0522c0659,0.8161050081253052,3.1622776601683795,0.9965056525722988
279,BSTEM,BrainStem,0522c0661,0.7760770916938782,3.1622776601683795,1.7903791944583827
280,CHIASM,Chiasm,0522c0661,0.2870813310146332,10.611161882352235,3.613156554693347
281,MAND,Mandible,0522c0661,0.7948817014694214,2.0,1.0990511093320883
282,LOPTIC,OpticNerve_L,0522c0661,0.44041451811790466,6.708203932499369,0.9540369107099478
283,ROPTIC,OpticNerve_R,0522c0661,0.4543378949165344,5.0,0.9940273908297462
284,LPAR,Parotid_L,0522c0661,0.8965062499046326,2.449489742783178,0.650342004794399
285,RPAR,Parotid_R,0522c0661,0.8359843492507935,4.164942897143218,1.01972717409917
286,BSTEM,BrainStem,0522c0667,0.7280136346817017,4.499745889988644,2.0519460097333946
287,CHIASM,Chiasm,0522c0667,0.0,6.164414002968976,1.4372721289993002
288,MAND,Mandible,0522c0667,0.8279284834861755,2.0,0.9152419764814577
289,LOPTIC,OpticNerve_L,0522c0667,0.4944751262664795,2.0,0.9543975829731486
290,ROPTIC,OpticNerve_R,0522c0667,0.3790087401866913,2.23606797749979,1.1706626426109792
291,LPAR,Parotid_L,0522c0667,0.8678888082504272,3.0,0.7974922744329954
292,RPAR,Parotid_R,0522c0667,0.8906077146530151,2.23606797749979,0.763844685529744
293,BSTEM,BrainStem,0522c0669,0.7635745406150818,3.7416573867739413,1.8108845411985814
294,CHIASM,Chiasm,0522c0669,0.441904753446579,3.0,1.0244013095435605
295,MAND,Mandible,0522c0669,0.85270756483078,1.7320508075688772,0.8367390159297416
296,LOPTIC,OpticNerve_L,0522c0669,0.49211356043815613,2.449489742783178,1.0551956942748197
297,ROPTIC,OpticNerve_R,0522c0669,0.4046434462070465,2.23606797749979,1.0999320131462995
298,LPAR,Parotid_L,0522c0669,0.8540235161781311,3.7416573867739413,0.8420446230479048
299,RPAR,Parotid_R,0522c0669,0.8473024964332581,3.0,0.9365138001273607
300,BSTEM,BrainStem,0522c0708,0.803040623664856,3.4711740981540276,1.4130409719250767
301,CHIASM,Chiasm,0522c0708,0.3333333432674408,7.134392366875112,2.4796890629545416
302,MAND,Mandible,0522c0708,0.8535148501396179,1.4142135623730951,0.7160918688209582
303,LOPTIC,OpticNerve_L,0522c0708,0.3633093535900116,5.0,1.2207077923668435
304,ROPTIC,OpticNerve_R,0522c0708,0.4253859221935272,2.5026295937606635,1.0696897016130071
305,LPAR,Parotid_L,0522c0708,0.860130250453949,2.8284271247461903,0.930679706992632
306,RPAR,Parotid_R,0522c0708,0.8360735177993774,3.1622776601683795,1.0804869823210608
307,BSTEM,BrainStem,0522c0727,0.7049872279167175,5.0,2.2626495330366754
308,CHIASM,Chiasm,0522c0727,0.39593908190727234,7.280109889280518,2.3945281317758123
309,MAND,Mandible,0522c0727,0.8495157957077026,2.0,0.8367044862867516
310,LOPTIC,OpticNerve_L,0522c0727,0.4469820559024811,4.743559577416266,1.0030375630161819
311,ROPTIC,OpticNerve_R,0522c0727,0.45350733399391174,2.473011636398353,1.0339863983644948
312,LPAR,Parotid_L,0522c0727,0.8584816455841064,3.0,0.8710056561057408
313,RPAR,Parotid_R,0522c0727,0.8683214783668518,3.0,0.8082435940726553
314,BSTEM,BrainStem,0522c0746,0.8370829820632935,3.0,0.9945025683290754
315,CHIASM,Chiasm,0522c0746,,,
316,MAND,Mandible,0522c0746,0.8532308340072632,1.4142135623730951,0.6621136918570084
317,LOPTIC,OpticNerve_L,0522c0746,,,
318,ROPTIC,OpticNerve_R,0522c0746,,,
319,LPAR,Parotid_L,0522c0746,0.8624615669250488,2.9571067811865475,0.8691190806604201
320,RPAR,Parotid_R,0522c0746,0.7875178456306458,3.7416573867739413,1.4749405240819318
321,BSTEM,BrainStem,0522c0788,0.726621687412262,4.123105625617661,2.158133287620619
322,CHIASM,Chiasm,0522c0788,0.2713567912578583,7.681145747868608,2.623000090487253
323,MAND,Mandible,0522c0788,0.8263070583343506,2.0,0.8776189690099977
324,LOPTIC,OpticNerve_L,0522c0788,0.4498480260372162,3.361750787051399,1.0674011108713433
325,ROPTIC,OpticNerve_R,0522c0788,0.3827160596847534,3.637405746046743,1.179469020327915
326,LPAR,Parotid_L,0522c0788,0.810244083404541,3.2162991557338225,1.1927881679682266
327,RPAR,Parotid_R,0522c0788,0.8219931125640869,3.1622776601683795,1.2047538823522226
328,BSTEM,BrainStem,0522c0806,0.738457441329956,4.242640687119285,2.047693126900054
329,CHIASM,Chiasm,0522c0806,0.22962963581085205,9.46569224112572,3.180215572061101
330,MAND,Mandible,0522c0806,0.8123885989189148,3.0,1.121286715405588
331,LOPTIC,OpticNerve_L,0522c0806,0.39855942130088806,5.0990195135927845,1.161804675360705
332,ROPTIC,OpticNerve_R,0522c0806,0.3321123421192169,5.425918223488186,1.2042160426084958
333,LPAR,Parotid_L,0522c0806,0.8355371356010437,5.196152422706632,0.8518439483658958
334,RPAR,Parotid_R,0522c0806,0.8509312272071838,3.7416573867739413,0.874760783031751
335,BSTEM,BrainStem,0522c0845,0.7491706609725952,3.7416573867739413,1.9687384759663773
336,CHIASM,Chiasm,0522c0845,0.3253234624862671,5.0,1.800979065467853
337,MAND,Mandible,0522c0845,0.8184940814971924,1.4142135623730951,0.8536142733897812
338,LOPTIC,OpticNerve_L,0522c0845,0.46390169858932495,2.0,1.0084288958662302
339,ROPTIC,OpticNerve_R,0522c0845,0.3492063581943512,2.9449957473538535,1.2966075542026814
340,LPAR,Parotid_L,0522c0845,0.8713089227676392,3.0,0.8907915085823713
341,RPAR,Parotid_R,0522c0845,0.8562796115875244,3.0,0.9639542479544387
342,BSTEM,BrainStem,0522c0857,0.7853146195411682,3.1622776601683795,1.6389805386431955
343,CHIASM,Chiasm,0522c0857,0.2711864411830902,6.049657518178931,1.8431691257306457
344,MAND,Mandible,0522c0857,0.8645210862159729,1.4142135623730951,0.7161905221759202
345,LOPTIC,OpticNerve_L,0522c0857,0.43916913866996765,2.23606797749979,1.1175658430626245
346,ROPTIC,OpticNerve_R,0522c0857,0.4083769619464874,2.0,1.116252023062999
347,LPAR,Parotid_L,0522c0857,0.8709238767623901,3.1622776601683795,0.8541578593366292
348,RPAR,Parotid_R,0522c0857,0.8377194404602051,3.0,1.0571946579901788
349,BSTEM,BrainStem,0522c0878,0.7608076930046082,3.1622776601683795,1.876746432171636
350,CHIASM,Chiasm,0522c0878,0.2916666567325592,5.826632432429931,2.1293793578145497
351,MAND,Mandible,0522c0878,0.85821533203125,1.4142135623730951,0.6412283715261669
352,LOPTIC,OpticNerve_L,0522c0878,0.503496527671814,3.7076308589464535,0.8684975835854603
353,ROPTIC,OpticNerve_R,0522c0878,0.36720141768455505,2.23606797749979,1.1821572957237574
354,LPAR,Parotid_L,0522c0878,0.8539953231811523,2.8284271247461903,0.8029637166581636
355,RPAR,Parotid_R,0522c0878,0.8607674837112427,2.449489742783178,0.8707699805997959
